object,ra,dec,sma1_25p5,pa1_25p5,ellip1_25p5,sma1_26p5,pa1_26p5,ellip1_26p5,sma2_25p5,pa2_25p5,ellip2_25p5,sma2_26p5,pa2_26p5,ellip2_26p5,mag1,emag1,mag2,emag2,sky1,ssky1,esky1,sky2,ssky2,esky2,c31_1,c42_1,c31_2,c42_2,mabs1,mabs2,mstar,dmean,dstd,dmin,dmax,dmed,type,bar,ring,multiple,compactness,t,e_t,lc,e_lc,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,bt,e_bt,it,e_it,ubt,bvt,ube,bve,vmaxg,e_vmaxg,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,lambda,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,mod0,mabs,summary,x,y,z,spt_ind,cntr
ESO576-059,201.64548,-22.238148,59.8,87.4,0.479,,,,42.2,89.0,0.435,67.6,83.1,0.495,14.779,0.115,15.51,0.027,0.10493,0.012465,0.002117,0.229297,0.013567,0.001978,2.798,2.738,2.34,2.352,-17.001,-16.27,9.151,22.7,,22.7,22.7,22.7,IB,B,,,,9.8,0.5,9.6,0.6,1.109,0.035,0.395,0.028,95.49,24.17,0.307,15.373,0.278,14.22,0.081,,,,,37.65,2.01,,,,,15.671,0.166,,1426.4,5.1,1392.6,31.2,1425.5,5.2,0.337,0.732,90.0,0.83,1.985,1.125,14.303,,,23.846,37.65,,14.845,0.542,1195.3,1305.8,1363.4,1719.7,31.517,,-17.215,"<a href=""/data/SPITZER/S4G/galaxies/ESO576-059.html"">Data Access</a>",-0.8603478599022869,-0.3414260411832205,-0.3784571552547377,120303112,282
ESO577-038,207.10665,-18.87146,36.2,1.1,0.821,49.0,2.0,0.845,32.9,10.7,0.837,37.5,13.1,0.815,16.889,0.001,17.436,0.003,0.114895,0.013958,0.002876,0.220871,0.013516,0.001274,2.878,2.813,2.506,2.537,-15.955,-15.408,8.597,37.05,0.387,36.7,37.6,36.95,Scd,,,,,6.9,0.5,,,1.322,0.045,1.293,0.054,3.62,22.651,1.233,16.61,0.2,,,,,,,55.98,1.97,,,,,15.102,0.094,,1889.1,4.7,,,1889.1,4.7,0.395,2.172,90.0,0.83,,1.308,14.036,,,24.53,55.98,,14.276,0.239,1680.5,1790.9,1849.8,2169.0,32.162,,-18.126,"<a href=""/data/SPITZER/S4G/galaxies/ESO577-038.html"">Data Access</a>",-0.8423107947878375,-0.4311555803548456,-0.3234461168614607,120220231,283
ESO580-022,221.521819,-18.022008,62.9,-27.7,0.234,72.6,-29.6,0.241,58.7,-22.6,0.231,64.8,-18.7,0.202,13.417,0.002,13.85,0.003,0.058098,0.017279,0.002546,0.094054,0.024536,0.001867,3.337,3.309,3.216,3.248,-19.034,-18.602,9.744,,,,,,SABd,B,,,,7.7,1.3,7.0,0.4,1.243,0.035,0.161,0.025,157.0,23.444,0.307,13.9,0.273,12.661,0.264,,,,,68.39,2.31,,,,,15.032,0.167,,2222.6,4.7,2209.1,5.2,2216.6,5.4,0.402,0.294,52.69,0.03,1.468,1.275,13.199,,,23.531,85.98,2.98,15.005,1.806,2046.1,2157.3,2195.7,2437.0,32.546,,-19.348,"<a href=""/data/SPITZER/S4G/galaxies/ESO580-022.html"">Data Access</a>",-0.7119702610950582,-0.630381590591551,-0.3093822838488025,123133103,284
ESO580-029,221.890282,-19.76409,71.3,74.4,0.72,80.0,74.2,0.696,70.0,74.7,0.732,79.8,74.2,0.695,12.186,0.001,12.575,0.001,0.050692,0.011954,0.001494,0.083856,0.011788,0.001884,2.712,2.711,2.684,2.697,-20.487,-20.098,10.293,34.25,3.143,30.9,39.6,33.9,Sc,,,,,5.0,0.5,3.0,0.5,1.36,0.03,0.769,0.031,78.75,21.993,0.905,14.23,0.203,12.199,0.11,,,,0.91,147.7,2.34,,,,,15.182,0.105,12.456,2590.1,5.1,2565.2,29.6,2589.4,4.6,0.383,1.238,90.0,0.83,0.692,1.365,12.594,,,23.376,147.7,,14.356,1.762,2414.0,2526.2,2560.0,2807.0,32.873,,-20.279,"<a href=""/data/SPITZER/S4G/galaxies/ESO580-029.html"">Data Access</a>",-0.7005728913658451,-0.6283736520101959,-0.3381481588633435,123130201,285
ESO580-030,221.897735,-18.070462,52.7,26.2,0.115,57.1,-14.5,0.045,49.9,35.8,0.185,52.7,57.3,0.062,13.25,0.001,13.661,0.001,0.0604,0.012384,0.002252,0.092664,0.011678,0.001643,2.559,2.583,2.541,2.574,-19.594,-19.183,9.952,,,,,,SBc,B,,,,5.5,0.6,3.6,0.6,1.173,0.035,0.09,0.031,167.91,22.634,0.31,13.95,0.193,12.322,0.151,,,,,44.8,1.85,,,,,15.284,0.086,13.417,2652.1,6.5,2635.4,39.3,2651.7,4.9,0.367,0.158,36.41,0.02,0.925,1.204,13.411,,,23.381,75.48,3.3,15.262,1.852,2482.1,2593.2,2630.9,2870.3,32.907,,-19.497,"<a href=""/data/SPITZER/S4G/galaxies/ESO580-030.html"">Data Access</a>",-0.7076240501478764,-0.6348642558068895,-0.3101863639025416,123133103,286
NGC4214,183.91305,36.328,227.2,-35.5,0.011,331.7,-32.3,0.241,208.7,-48.7,0.059,244.8,41.5,0.046,10.21,0.001,10.597,0.001,0.009907,0.004913,8.11E-4,0.010246,0.007404,7.96E-4,3.422,3.323,3.534,3.384,-17.448,-17.061,9.076,3.401,1.007,2.7,6.37,3.065,I,B,,,,9.8,0.5,5.8,0.6,1.832,0.025,0.109,0.041,125.0,21.545,0.305,10.209,0.05,,,,0.46,-0.355,0.395,28.46,0.78,,,,,12.0,0.124,10.253,291.1,2.7,295.7,13.7,291.2,2.0,0.095,0.202,43.69,0.02,1.537,1.836,9.912,,0.411,22.883,41.21,1.23,11.978,2.067,290.5,312.5,478.6,548.7,,27.331,-17.419,"<a href=""/data/SPITZER/S4G/galaxies/NGC4214.html"">Data Access</a>",-0.8037607373850038,-0.0549788325377064,0.5924069589489188,212201111,1074
NGC4216,183.976566,13.149445,308.4,22.2,0.716,340.9,20.4,0.636,306.4,20.7,0.756,381.9,20.7,0.756,9.142,0.001,9.652,0.001,0.109957,0.013263,0.002604,0.251206,0.014259,0.001718,5.545,4.697,5.034,4.496,-22.025,-21.514,10.997,17.11,2.142,14.1,19.6,17.2,SABb,B,,,,3.0,0.4,3.0,0.4,1.893,0.015,0.629,0.047,19.67,20.584,0.329,10.953,0.161,8.64,0.1,0.52,0.98,0.615,1.055,243.98,6.21,206.77,9.61,,,13.585,0.134,11.571,137.9,3.5,131.3,2.1,133.0,2.4,0.137,0.84,90.0,0.83,0.521,1.88,9.975,0.364,0.834,23.191,243.98,,12.759,2.784,14.0,74.7,221.3,462.1,,30.875,-20.899,"<a href=""/data/SPITZER/S4G/galaxies/NGC4216.html"">Data Access</a>",-0.9714356314760829,-0.0675301477092113,0.2274917428150663,212021112,1075
NGC4217,183.962439,47.091597,216.6,47.9,0.655,286.4,47.9,0.655,198.7,48.3,0.664,246.4,48.3,0.63,10.006,0.001,10.39,0.001,0.04802,0.01239,0.003194,0.074015,0.012556,0.002005,3.325,3.284,3.348,3.315,-21.453,-21.069,10.676,19.577,1.716,16.3,21.9,19.7,Sb,,,,,3.1,0.4,5.0,1.2,1.735,0.027,0.527,0.049,49.33,23.061,0.493,12.049,0.089,9.748,0.069,0.37,0.87,0.37,0.955,185.33,4.37,91.33,4.41,,,14.089,0.146,,1028.9,4.9,989.0,3.0,1000.0,12.7,0.075,0.725,81.01,0.11,0.74,1.721,11.241,0.255,0.75,23.635,187.64,4.46,13.983,2.742,1055.4,1057.9,1224.0,1208.9,31.322,31.45,-20.08,"<a href=""/data/SPITZER/S4G/galaxies/NGC4217.html"">Data Access</a>",-0.6792008210592165,-0.0470469323133197,0.7324430563753008,211100010,1076
NGC4220,184.048959,47.883429,124.5,-38.2,0.529,144.4,-34.3,0.443,116.2,-37.6,0.574,138.1,-39.0,0.544,10.778,0.001,11.262,0.001,0.015676,0.010287,0.001339,0.029758,0.029092,0.001644,3.342,3.39,3.283,3.35,-20.486,-20.002,10.362,17.9,1.273,17.0,18.8,17.9,S0-a,,R,,,-0.3,0.9,4.0,1.3,1.519,0.028,0.523,0.027,139.81,21.47,0.316,12.233,0.054,10.835,0.332,0.33,0.9,0.4,0.97,163.47,5.79,124.68,14.69,,,16.346,0.122,12.136,925.5,7.0,916.3,2.2,917.1,2.4,0.078,0.09,90.0,0.83,0.304,1.504,12.051,0.229,0.785,23.371,163.47,,15.52,3.469,976.7,977.8,1143.6,1122.1,31.181,31.37,-19.13,"<a href=""/data/SPITZER/S4G/galaxies/NGC4220.html"">Data Access</a>",-0.6689673169604125,-0.0473532110942912,0.7417819101581317,211100321,1077
ESO480-020,45.617985,-22.801468,50.4,43.5,0.535,62.5,13.2,0.537,42.8,30.2,0.522,46.4,50.4,0.543,15.207,0.001,15.748,0.009,0.028838,0.011359,9.33E-4,0.040645,0.011004,0.001597,2.715,2.82,2.976,2.956,-16.051,-15.509,8.631,,,,,,Sc,,,,,4.9,1.9,,,1.139,0.036,0.371,0.024,24.05,23.464,0.339,14.992,0.293,13.515,0.103,,,,,23.47,1.56,,,,,13.671,0.266,,1445.0,8.5,1439.0,29.0,1444.5,5.9,0.095,0.62,67.6,0.04,,1.133,14.269,,,23.732,25.39,1.7,13.627,-0.643,1432.6,1373.4,1267.0,1275.3,31.389,,-17.119,"<a href=""/data/SPITZER/S4G/galaxies/ESO480-020.html"">Data Access</a>",0.6447801283067767,0.658841369469083,-0.3875392057802667,103130013,175
ESO480-025,45.959885,-25.272082,49.7,-85.3,0.384,58.7,-88.2,0.247,48.0,86.6,0.408,59.5,85.6,0.325,15.063,0.007,15.281,0.009,0.021729,0.011609,0.001424,0.08758,0.011427,0.001735,2.341,2.457,2.36,2.437,-16.614,-16.396,8.617,,,,,,SBm,B,,,,8.8,0.6,8.6,0.6,1.212,0.03,0.242,0.025,86.57,24.221,0.313,15.023,0.07,13.67,0.087,-0.06,0.61,-0.05,0.59,50.96,1.65,,,,,16.003,0.129,,1724.6,4.1,1726.0,60.0,1724.6,2.9,0.068,0.447,64.43,0.04,1.746,1.209,14.506,-0.115,0.533,24.328,56.49,1.86,15.965,1.459,1700.7,1645.9,1537.0,1561.9,31.754,,-17.249,"<a href=""/data/SPITZER/S4G/galaxies/ESO480-025.html"">Data Access</a>",0.628628369113923,0.6500523073849952,-0.4269172884864388,103321000,176
ESO481-014,48.41813,-25.18888,119.9,-17.0,0.816,148.6,-20.0,0.801,103.4,-16.2,0.797,147.4,-16.5,0.826,14.274,0.003,14.603,0.002,0.035855,0.012204,0.001902,0.043258,0.012733,0.001547,2.742,2.733,2.8,2.787,-17.285,-16.956,8.967,20.5,2.037,18.4,23.6,20.2,SBm,B,,,,8.9,0.8,7.5,0.6,1.679,0.026,0.844,0.029,167.37,23.342,0.746,13.843,0.238,12.824,0.058,,,,0.85,68.4,1.17,,,,,13.954,0.114,,1734.4,3.9,1735.0,8.0,1734.5,2.5,0.071,1.538,90.0,0.83,1.744,1.652,12.231,,,24.27,68.4,,13.128,0.897,1704.3,1650.0,1545.6,1583.5,31.809,31.34,-19.578,"<a href=""/data/SPITZER/S4G/galaxies/ESO481-014.html"">Data Access</a>",0.600579096832011,0.6768797980375469,-0.42560367415836,103122012,177
ESO481-018,49.637578,-25.836495,98.9,42.2,0.632,111.8,41.3,0.621,91.2,42.6,0.653,112.5,43.0,0.661,13.117,0.005,13.546,0.002,0.015358,0.013676,0.00183,0.102033,0.029917,0.002979,3.168,3.088,3.152,3.042,-18.651,-18.222,9.588,22.577,4.453,17.0,34.6,22.0,SBc,B,,,,6.3,1.0,6.5,0.6,1.462,0.022,0.463,0.022,41.54,22.573,0.408,13.648,0.371,12.059,0.06,,,,0.89,90.14,1.45,,,,,15.086,0.126,,1800.1,5.5,1801.9,7.8,1800.7,3.2,0.066,0.814,72.37,0.06,1.257,1.45,12.761,,,23.794,94.58,1.53,15.031,2.27,1764.3,1711.5,1608.4,1656.8,31.863,31.34,-19.102,"<a href=""/data/SPITZER/S4G/galaxies/ESO481-018.html"">Data Access</a>",0.582885058133782,0.6857984160978451,-0.4358044762070079,103321310,178
ESO481-030,52.409081,-23.350583,35.0,49.5,0.677,46.5,48.5,0.703,37.1,47.9,0.751,46.1,49.6,0.749,15.747,0.005,16.054,0.005,0.056293,0.01224,0.001564,0.115616,0.011874,0.001828,2.547,2.553,2.618,2.709,-16.06,-15.752,8.461,22.978,2.455,18.8,27.4,22.6,Scd,,,,,7.0,1.7,,,1.182,0.03,0.688,0.027,49.82,22.889,0.706,15.704,0.265,14.444,0.102,,,,,43.0,0.7,,,,,,,,1639.0,10.0,1639.0,60.0,1639.0,7.0,0.106,1.218,82.45,0.13,,1.165,14.375,,,24.0,43.38,0.71,,,1605.7,1549.5,1454.8,1504.5,31.639,,-17.264,"<a href=""/data/SPITZER/S4G/galaxies/ESO481-030.html"">Data Access</a>",0.5600570399113305,0.7274873766289472,-0.3963561894196819,103122112,179
ESO482-005,53.25953,-24.13285,63.4,78.8,0.781,75.1,74.7,0.694,53.0,80.9,0.798,105.9,79.5,0.833,15.213,0.023,15.546,0.003,0.046974,0.012081,0.00176,0.055073,0.01187,0.00136,3.275,3.189,3.552,3.334,-17.18,-16.847,8.929,30.1,0.608,29.7,30.8,29.8,SBd,B,,,,7.7,0.9,7.0,0.5,1.329,0.028,0.818,0.026,73.12,23.055,0.554,15.407,0.244,,,,,,,63.16,2.76,,,,,15.282,0.126,,1915.8,3.9,1924.7,27.9,1916.0,2.9,0.112,1.46,90.0,0.83,1.487,1.307,13.829,,,24.168,63.16,,14.456,0.627,1876.9,1822.4,1728.2,1787.2,32.018,,-18.188,"<a href=""/data/SPITZER/S4G/galaxies/ESO482-005.html"">Data Access</a>",0.5459093475000936,0.7313149723115714,-0.4088537581886069,103122101,180
ESO482-011,54.072417,-25.604645,45.9,61.6,0.563,49.5,56.3,0.397,46.7,60.6,0.662,55.4,60.4,0.586,14.336,0.014,14.776,0.001,0.043341,0.011712,0.001559,0.052249,0.011294,0.001361,2.897,2.865,2.751,2.756,-17.135,-16.694,8.99,,,,,,Sc,,,,,4.6,1.5,,,1.19,0.035,0.511,0.025,62.0,22.675,0.4,15.053,0.296,13.78,0.077,,,,,48.18,3.21,,,,,17.002,0.266,,1591.0,8.5,1601.2,32.6,1591.6,6.1,0.066,0.826,76.72,0.07,,1.176,14.152,,,23.815,49.51,3.3,16.929,2.777,1543.9,1492.3,1397.7,1469.5,31.579,,-17.427,"<a href=""/data/SPITZER/S4G/galaxies/ESO482-011.html"">Data Access</a>",0.5291407305049298,0.7302388701872276,-0.4321588594352667,103323200,181
ESO482-013,54.2244,-24.91278,34.7,51.7,0.513,40.1,77.7,0.278,36.0,49.1,0.616,42.1,51.0,0.578,14.997,0.006,15.349,0.001,0.046807,0.011984,0.00153,0.056049,0.01168,0.001317,2.776,2.769,2.926,2.955,-16.841,-16.489,8.807,,,,,,S0-a,,,,,-1.0,2.0,,,1.09,0.052,0.419,0.043,54.28,21.852,0.367,15.175,0.175,14.18,0.087,,,,,36.88,1.8,,,,,16.602,0.234,,1846.3,8.7,1848.6,27.1,1846.6,5.9,0.076,0.0,90.0,0.83,,1.081,15.071,,,24.281,36.88,,15.776,0.704,1801.3,1748.6,1655.2,1724.0,31.916,,-16.845,"<a href=""/data/SPITZER/S4G/galaxies/ESO482-013.html"">Data Access</a>",0.5302141006118977,0.7358202580870111,-0.4212381218516207,103122100,182
ESO482-035,55.311813,-23.83704,70.9,0.0,0.36,86.5,1.5,0.357,64.1,4.0,0.34,73.5,-39.2,0.33,13.009,0.002,13.457,0.003,0.030028,0.016621,0.002259,0.060513,0.017514,0.002311,2.745,2.775,2.71,2.778,-19.175,-18.727,9.811,27.34,3.942,21.1,30.6,29.5,Sab,B,,,,2.2,0.7,,,1.289,0.037,0.185,0.037,10.21,22.527,0.305,13.748,0.221,11.975,0.053,,,,0.86,95.12,1.69,,,,,16.08,0.092,,1890.0,8.5,1876.9,23.1,1888.4,6.4,0.092,0.242,52.19,0.03,,1.29,13.395,,,23.655,120.4,2.28,16.053,2.657,1844.7,1790.5,1700.7,1769.7,31.968,,-18.572,"<a href=""/data/SPITZER/S4G/galaxies/ESO482-035.html"">Data Access</a>",0.5205641231374648,0.7521213443517638,-0.404136705920927,103120202,183
ESO482-046,57.426015,-26.9936,113.9,68.9,0.823,128.1,68.2,0.799,112.5,68.9,0.831,124.9,68.4,0.802,13.128,0.001,13.52,0.002,0.049325,0.015107,0.002168,0.058049,0.017084,0.001751,2.756,2.797,2.794,2.855,-18.693,-18.301,9.578,23.136,3.732,17.8,30.8,22.3,Sc,,,,,5.1,0.4,,,1.573,0.022,0.866,0.024,69.51,22.641,0.87,13.898,0.326,12.323,0.058,,,,0.88,92.17,1.04,,,,,14.875,0.113,,1525.2,4.4,1534.6,7.8,1527.5,3.9,0.051,1.38,90.0,0.83,,1.543,12.458,,,23.948,92.17,,14.049,1.59,1464.3,1416.7,1326.5,1424.9,31.454,31.77,-18.996,"<a href=""/data/SPITZER/S4G/galaxies/ESO482-046.html"">Data Access</a>",0.4797347124774671,0.7508911988573412,-0.4538909705234801,103320111,184
ESO483-008,61.51024,-22.631343,30.2,45.9,0.55,37.0,51.3,0.572,26.1,41.7,0.567,44.1,47.4,0.649,16.298,0.005,16.529,0.015,0.152552,0.012711,0.003615,0.13827,0.011866,0.001943,2.643,2.662,2.942,2.96,-15.03,-14.799,7.993,,,,,,SBm,B,,,,9.0,0.4,8.5,0.6,1.007,0.043,0.391,0.024,45.52,23.394,0.324,16.067,0.195,14.985,0.079,,,,,42.8,2.13,,,,,16.707,0.262,,1494.4,6.3,,,1494.4,6.3,0.215,0.721,90.0,0.83,1.782,1.012,15.128,,,24.043,42.8,,15.881,0.753,1437.4,1384.5,1308.6,1407.1,31.454,,-16.326,"<a href=""/data/SPITZER/S4G/galaxies/ESO483-008.html"">Data Access</a>",0.440272489549204,0.8112267664455851,-0.3848002967103665,103120012,185
ESO483-013,63.171322,-23.158943,63.5,-46.3,0.404,84.3,-38.5,0.409,53.9,-40.6,0.353,78.1,-41.7,0.389,13.503,0.001,13.889,0.044,0.050457,0.00778,0.001998,0.148331,0.011753,0.002592,4.147,3.795,4.366,3.928,-16.484,-16.099,8.689,,,,,,E-S0,,,,,-2.6,1.6,,,1.228,0.031,0.265,0.025,139.03,21.675,0.32,14.162,0.344,12.538,0.113,,,,,31.06,1.6,,,,,16.223,0.169,,896.7,6.7,838.0,33.6,894.4,9.3,0.228,0.0,78.01,0.08,,1.245,13.921,,,24.009,31.76,1.65,16.143,2.221,830.2,779.3,706.0,817.0,30.185,,-16.263,"<a href=""/data/SPITZER/S4G/galaxies/ESO483-013.html"">Data Access</a>",0.4149553623025981,0.8204513342217313,-0.3932831746593038,102110003,186
ESO485-021,73.221073,-25.246472,85.1,74.8,0.073,107.3,83.8,0.072,76.8,-1.5,0.318,105.7,-81.6,0.185,13.596,0.023,14.093,0.015,0.032329,0.013439,0.002559,0.068136,0.013073,0.002068,3.099,3.051,2.888,2.983,-17.425,-16.927,9.148,16.0,,16.0,16.0,16.0,Sd,B,,,,8.2,1.4,7.8,0.6,1.35,0.032,0.165,0.024,136.79,24.534,0.307,13.721,0.323,12.19,0.1,,,-0.26,0.43,29.18,0.35,,,,,13.918,0.137,,1372.2,4.5,1366.1,63.8,1372.2,3.2,0.137,0.304,53.44,0.03,1.595,1.356,13.276,,,23.873,36.33,0.46,13.89,0.614,1269.3,1229.6,1173.4,1353.1,31.181,,-17.905,"<a href=""/data/SPITZER/S4G/galaxies/ESO485-021.html"">Data Access</a>",0.2611054055487144,0.8659737801288842,-0.4265130470718713,102222122,187
ESO486-003,74.890986,-22.697084,46.2,38.0,0.547,64.2,37.9,0.596,45.2,35.8,0.62,72.1,37.1,0.685,15.554,0.001,15.912,0.005,0.028853,0.011705,0.002392,0.09842,0.013206,0.001943,2.749,2.762,2.48,2.527,-16.177,-15.818,8.546,,,,,,SABm,B,,,,8.9,0.8,9.5,0.6,1.1,0.039,0.377,0.027,42.13,24.037,0.307,15.694,0.205,,,,,,,60.84,2.07,,,,,15.159,0.083,,1764.1,4.4,1764.0,60.0,1764.1,3.1,0.136,0.694,86.9,0.3,1.863,1.097,14.862,,,24.163,60.93,2.09,14.863,0.001,1665.9,1623.5,1575.1,1752.4,31.809,,-16.948,"<a href=""/data/SPITZER/S4G/galaxies/ESO486-003.html"">Data Access</a>",0.2404705739136778,0.8906664164951578,-0.3858590903546272,102301032,188
ESO486-021,75.833051,-25.422974,35.8,-73.6,0.318,40.7,-77.8,0.311,32.9,-83.0,0.373,40.6,-77.7,0.413,14.536,0.001,15.042,0.004,0.034439,0.010866,0.004244,0.076168,0.014339,0.004938,2.519,2.545,2.451,2.457,-15.22,-14.713,8.272,,,,,,Sbc,,,,,4.2,1.5,,,1.077,0.058,0.164,0.043,107.9,22.092,0.305,14.42,0.2,13.05,0.081,,,,,27.78,1.03,,,,,14.675,0.191,,833.6,6.4,865.0,53.0,834.1,5.2,0.145,0.269,48.29,0.02,,1.084,14.0,,,23.243,37.21,1.43,14.653,0.653,722.7,685.6,634.4,829.9,29.942,,-15.942,"<a href=""/data/SPITZER/S4G/galaxies/ESO486-021.html"">Data Access</a>",0.2210475039925743,0.8756950495068564,-0.4292973110186425,102222023,189
ESO501-079,160.35825,-23.38418,,,,,,,,,,,,,,,,,-0.006697,0.022699,0.003324,-0.043284,0.011609,0.002764,,,,,,,,18.95,9.162,13.5,37.5,15.65,SABm,B,,,,8.8,0.6,9.4,0.6,1.098,0.036,0.129,0.027,51.37,23.667,0.318,14.212,0.125,,,-0.09,0.48,-0.04,0.48,51.69,1.35,,,,,14.528,0.166,,1195.8,4.5,1247.9,63.5,1196.0,4.2,0.194,0.238,47.41,0.02,1.817,1.112,13.778,-0.147,0.4,23.18,70.22,1.92,14.507,0.729,925.0,999.6,1073.9,1535.3,31.03,32.87,-17.252,"<a href=""/data/SPITZER/S4G/galaxies/ESO501-079.html"">Data Access</a>",-0.8644562672985838,0.3085289921787923,-0.3968944732713449,112301203,190
ESO501-080,160.659181,-23.935891,76.9,-77.0,0.713,105.0,-79.2,0.713,71.3,-75.9,0.737,99.5,-77.8,0.731,13.771,0.004,14.194,0.002,0.003922,0.011279,0.001662,0.025171,0.011367,0.002197,3.187,3.113,3.132,3.05,-16.954,-16.531,8.905,13.967,1.732,12.1,16.6,13.7,Sc,,,,,4.9,0.7,,,1.352,0.032,0.628,0.038,105.08,21.593,0.717,13.793,0.244,12.667,0.073,,,,0.88,57.16,0.97,,,,,14.09,0.093,13.757,1043.6,4.5,1058.1,28.7,1043.9,3.5,0.304,1.018,83.24,0.14,,1.356,12.465,,,23.152,57.56,0.99,13.95,1.485,771.5,846.9,919.7,1382.4,30.694,,-18.228,"<a href=""/data/SPITZER/S4G/galaxies/ESO501-080.html"">Data Access</a>",-0.8624186232794533,0.3027046373615787,-0.4057142106712157,112301200,191
ESO502-016,166.304813,-26.624827,58.4,80.2,0.552,76.6,82.8,0.59,54.8,81.3,0.636,65.7,76.1,0.551,14.542,0.002,14.968,0.009,0.030967,0.01331,0.001529,0.053775,0.011104,0.001686,2.73,2.836,2.581,2.716,-16.907,-16.48,8.889,,,,,,SBm,B,,,,8.9,0.8,7.5,0.6,1.1,0.045,0.396,0.025,77.61,22.907,0.363,14.698,0.202,13.34,0.081,,,,,47.77,1.85,,,,,15.993,0.138,,1511.9,4.1,1512.0,60.0,1511.9,2.9,0.233,0.73,90.0,0.83,1.67,1.106,13.734,,,23.129,47.77,,15.167,1.433,1233.0,1317.1,1383.5,1848.0,31.518,,-17.784,"<a href=""/data/SPITZER/S4G/galaxies/ESO502-016.html"">Data Access</a>",-0.8685439629530467,0.2116509012954177,-0.4481464943505125,112222020,192
ESO502-020,167.341716,-22.87547,46.1,57.5,0.163,55.4,76.3,0.136,42.5,47.0,0.201,48.1,54.9,0.151,13.904,0.008,14.409,0.003,0.022845,0.013532,0.001465,-0.03734,0.012258,0.0013,2.901,2.969,2.81,2.872,-17.361,-16.856,9.129,,,,,,SABc,B,,,,5.0,0.5,6.0,0.5,1.139,0.035,0.146,0.024,46.3,22.689,0.315,14.412,0.255,12.905,0.079,,,,,54.55,1.93,,,,,14.34,0.166,,1381.5,6.0,1388.0,45.0,1381.6,4.2,0.368,0.25,45.6,0.02,1.107,1.168,13.786,,,23.568,76.34,2.77,14.318,0.532,1112.1,1194.9,1271.4,1725.7,31.389,,-17.603,"<a href=""/data/SPITZER/S4G/galaxies/ESO502-020.html"">Data Access</a>",-0.898957860504163,0.2019012606518558,-0.3887295280589951,112312002,193
ESO502-023,168.0585,-24.23299,35.2,71.4,0.59,46.0,70.9,0.589,31.2,73.5,0.588,42.5,71.9,0.573,16.071,0.001,16.483,0.002,0.027239,0.012505,0.004157,-0.039011,0.018287,0.0028,2.685,2.701,2.646,2.609,-15.319,-14.907,8.242,,,,,,IB,B,,,,10.0,0.4,8.0,0.4,1.021,0.042,0.429,0.028,76.6,23.502,0.313,15.971,0.238,,,,,,,43.52,1.38,,,,,15.409,0.195,,1462.1,4.5,1464.0,60.0,1462.1,3.2,0.468,0.794,90.0,0.83,1.854,1.047,14.708,,,23.934,43.52,,14.583,-0.125,1189.3,1273.8,1346.8,1803.7,31.517,,-16.809,"<a href=""/data/SPITZER/S4G/galaxies/ESO502-023.html"">Data Access</a>",-0.8921501970544664,0.1886805287824795,-0.4104481501408436,112211003,194
ESO503-022,173.37255,-26.94621,47.3,-60.1,0.495,54.2,-62.3,0.463,45.2,-60.0,0.524,53.4,-61.8,0.502,14.369,0.001,14.801,0.001,0.020032,0.004464,0.001056,0.044216,0.031239,0.001047,2.632,2.594,2.606,2.57,-17.46,-17.028,9.113,23.22,1.464,21.2,24.9,23.4,IB,B,,,,9.8,1.2,6.0,0.5,1.136,0.031,0.366,0.023,122.83,22.549,0.32,14.736,0.235,13.305,0.079,,,,0.84,58.25,1.02,,,,,16.08,0.266,,1875.0,7.3,1900.8,19.8,1878.1,7.7,0.282,0.678,83.22,0.14,1.613,1.148,13.775,,,23.406,58.66,1.04,15.94,2.165,1600.9,1692.8,1757.8,2213.3,32.067,31.85,-18.292,"<a href=""/data/SPITZER/S4G/galaxies/ESO503-022.html"">Data Access</a>",-0.885475423529092,0.1028829301780377,-0.4531538116401053,112213023,195
